duygu;veri
;Anakartı Ryzen 5 3600 ile kullanmak için almıştım. Güncel biosu flashback + bios düğmesi ile usb den yaptım. Fakat cpu uyarı ledi yanmakta ve ekrana görüntü gelmemektedir. Yurt dışında da bir çok kullanıcı aynı dertten muzdarip. Sanırım iade edip başka bir marka ile değiştireceğim. Ryzen 3000 serisini çalıştırmıyor.
;Sesi disinda hersey guzel.ama bende sessiz diye aldim ama kesinlikle degil.surekli motor sesi geliyor ve rahatsiz edicek seviyede!!!
;İki tane aldım bu üründen. İkisi de 3 aydan fazla dayanmadı. Bir daha asla. Ucuz da değil.
;cok begendim alt tarafında da kapak var. herkese öneririm...
;akşam sipariş verdim 3 iş gününde geldi. sorunsuzdu. telefona alışmamız zaman alacak. almanızı tavsiye ederim yeni çok özelliği ve klasik samsung güveni var.
;Bozuk urun satiyorlar almayin magazada malinin arkasinda durmuyor
;Olumsuz yönleri: Hoparlör sesi azdı geri gönderdim henüz gelmedi bekliyorum
;Ürün  gereksiz  bir şekilde  uzun. En az 2 cm daha kısa  olması  gerekirmiş. Parmak okuyucu iyi çalışmıyor. En az 3-4 defa deniyorsunuz. Inceligi ve hafifliği  güzel. Kamerası  orta seviye cekiyor.
;Daha denemedim ama arzum ürünleri her zaman kalitelidir
;Görselde daha farklı çıkmış plastiği çok kaliteli değil motor gücü çok güzel plastik aksamı olan hazne çok tatminkar değil ama idare eder. Ürün özensiz paketlenmisti Üstelik anbalajida yırtık tı ilkdefa böyle özensiz bir paketlemeyle karşılaştım.
;Süper çekim gücü var ben çok beğendim sessiz güçlü
;güzel ürün fiyatına göre..
;Yorumlara bakarak aldım ve çok memnunum.
;Ürün çok güzel. Kesinlikle tavsiye ederim. Çok şık.
;Efsane
;bence cok kullanışlı bir ürün
;Tereddüt edip almıştım fakat ürün çok güzel. Kesinlikle tavsiye ederim
;iki haftadır sipariş verelim ama aldığım üründen haber yok bu kadarda olmaz
;Anakartlardan biri arızalı.
;ürün orjinal değil.fiyatı ondan uygun.kalitesi kullandıkça belli olur.
;Fiyatına oldukça iyi bir ürün. Mutfakta ya da balkonda ızgara ve benzeri ürünleri pişirmek için ideal.
;ürünü büyük bir hevesle almıştım ama bende baş dönmesi yaptı. 5dk.den fazla kullanamıyorum. bide ürün tünel etkisi yapıyor. çok da memnun kalmadım. yani hayal kırıklığına uğradım .
;1 yıl dolmadan arıza veriyor..Arçelik kalitesini bu üründe göremedik..
;Sipariş verirken yazdığım adres ile kargo şirketine verilen adres arasında farklar vardı. Kargo mahalleye kadar geldi ama evimi bulamadı. Tekrar dağıtıma da gelmediler. Şubeden almak durumunda kaldım. Ürün ise ilk kullanışında sıkıntı yok kahvesi fena değil. fiyat performans bakımından değerlendirilebilir.
;Olumlu yönleri: Bizim için yeterli
;muthis. kucuk ev aletlerinin tamami sorunsuz. cekim gucu iyi kullanimi guzel ve sesi oldukca dusuk
;Ürünü oc te ikinci takışımda bozuldu
;urunun tasima cantasi ve adima faturasi gonderilmedi
;Normal fiyatından çok da uygun ve kullanışlı
;beklediğim kadar kaliteli değil
;Bence kaçırılmadan alınması gerekenlerden indirimli aldım çokta memnunum??
;ürün elime ulaşmadı
;Devir hız kademeleri orantılı değil. Başlangıç seviyesi oldukça fazla hızlı ve giderek artıyor. Dikkat edilmezse ortalık batabilir.
;Avantajlar : kaliteli<br />Eve anneme ve abimlere aldım   çok güzel ayrıca yerli malı servisinden çok memnunun homend in
;Avantajlar : sessiz<br />Dezavantajlar : yok<br />harika bir ürün anlatmaya gerek yok
;ürün hem fiyat hem performans acısından güzel
;Tesekkurler
;Ürün orjinal geldi
;Faydalı bir ürün ancak ürünün hazne kısmı çatladı.  Nasıl temin edebilirim?
;çok hızlı geldi ürün kesinlikle süper
;Uygun fiyatlı ve kaliteli bir ürün
;ben bu telefona bayıldım her şeyiyle harika şahsen daha pahalı bir telefona iyi ki para vermemişim
;Ürün çok kötü cıktı kullandıkca dahada kötü olduğunu fark ettim gövdesiyle mikseri uyum sağlamıyor
;çok güzel anlatıldığı gibi sorunsuz alışveriş
;herkese tavsiye ediyorum
;hizli kargo. güzel kullanışlı fiyat performans dengesi uygun.
;Üründe taşmayı engelleyecek bir sistem yok. Eğer uyarı sesi geldikten sonra almazsanız taşabiliyor ve her yeri batırabiliyor. Taşınca da tüm köpük gidiyor zaten. Bizzat kendim yaşadım. Fakat taşmadan alırsanız köpürtmede ve pişirmede sorunu yok. Fiyat/performans ürünü olduğunu düşünmüyorum.
;299tlye aldım mükemmel bir fırın mükemmel fiyata. Teşekkürler
;10 numara 5 Yıldız harika bir ürün. Çok da özenle paketlenmişti. Ben pembesini aldım çok güzel görünüyor hızı da gayet iyi. Erzincanda olmama rağmen 3 günde elime ulaştı. Teşekkürler ??
;sadece mesaj yazarken 100 karakterin üstüne çıkınca çok kasıyor not yazarken olmuyor. beni rahatsız eden tek şey bu genel olarak memnunum
;Hic begenmedım daha kullanmadım ama cızıkler varsa eminşmki calısmasıda sıkıntılıdır
;amazzondan ilk defa alışveriş yaptım Tam da tost makinası ihtiyacımın olduğu zaman da ilaç gibi geldi. Çok uygun fiyata aldığım bu ürün çok iyi kullanışlı hemen ısınıyor. Tavsiye ederim.
;çok güzel bir ürün
;urun kaliteli ama blender  cekerken  biraz fazla titriyor onun dışında bir sirun yok.
;Açıkçası ürün beklentimi karşılamadı dudaklarıma uyguluyorum fakat hala onarıcı bir etki göremedim kullanmayı bıraktım kremin etkisi geçince dudagımda yanık gerilmiş deri gibi bir his oluşuyor öyle bir nemsizlik var
;Ürünü henüz kullanmadım. Yorumlara bakarak ürünü tercih ettim. Paketi iyi paketlemişti çok korunaklı geldi fakat sanırım satıcıda ürünün paketi  beklediği sürede yıpranmış olmalı ki bazı bölümlerinde kartonu darbe yemiş. Buna bağlı olarak iyi paketlenerek geldi. Demlik kısmının inoxunda bazı çiziklere rastladım fakat bu sorun oluşturmadı. Nasıl olsa kullanılırken de birkaç çizikler oluşacak. Genel anlamda hızlı geldi ve dış paketleme iyiydi.
;Klonlama için kingston'un verdiği acronis programına ürünün seri numarasını kabul ettiremedim.Bu da içime kurt düşürdü onun dışında kendini ispatlamış bir marka.
;Ürün güzel memnun kaldım. Gücü de gayet iyi. Güzel karışım yapıyor.
;Yumuşacık tadı ve bol köpüğü ile Türk kahvemizi eşimle birlikte güzelce içiyoruz. Hızlı teslimat ve uygun fiyata teşekkürler hepsiburada.com.
;Ürün güzel fakat firma iatediğim renk göndermemiş.
;Kötü yorumlara inanmadım ve hata yapıp aldım arkadaşlar sakın almayın modemin yanında durursanız sorun yok ama biraz uzaklaşın hemen kopmalar oluyor wifisi çok sıkıntılı kablolu bağlantıda sorun yaşamadım fakat wifi bir işe yaramıyor.
;güzel ürün fakat çok küçük ayrıca kaynattığı zaman düğme atmıyor kendimiz düğmeyi kapatıyoruz
;Ürünü hiç beğenmedim detaylarını arastirmadan aldığıma çok pişmanım görüntü çözünürluğünü hiç beğenmedim full hd ile alakasi yok berbat bi çözünürlük yapmışlar tkgs uyumu bile yok benim bildiğim smart tv bile değil samsung böyle tvyi nasıl üretti hayret kaldım
;Sakız kıvamında ve tutuş 0 kesinlikle paranızı çöpe atmayın.
;Ürün elimize geçmedi bu nasıl bir sorumsuzluktur
;hayır hiç iyi değil di
;Kalitesiz Arzum kalitesine uygun değil... plastiği malzemesi kötü
;Paketleme berbat.Beğenmedim.
;Avantajlar : Cekis<br />Dezavantajlar : Gürültü<br />Başka bir modelini kendim kullanıyorum. Memnunum. Anneme alıyorum
;üründen hiç memnun kalmadık kırışıkları gidermiyor Philips kalitesine asla yakışmayan bir ürün
;cok uzun sureler araştırdım ve fiyat performans ürünü oldugu icin almaya karar verdim
;İki gün dayanabildi
;ürünün içindeki krem çok az resimde gözüktüğü gibi büyük değil hemen bitiyor krem bu yüzden etkili olmuyor ben çok öncelerden kullandım etkisi olmadı şimdi sinoz almayı düşünüyorum
;hiç düşünmeden alabilirsiniz motoru çok güçlü ve haznesi çok büyük. Ben çok memnun kaldım
;Herşeyi ile mükemmel bir süpürge
;Güzel ürün tavsiye ederim
;SES ORANI ÇOK DÜŞÜK KALİTE 0 SAKIN ALMAYIN
;Güzel kaliteli. süzme delikleri biraz büyük gibi sadece.
;Ben cok beyendim rengide harika daha cay demlemedim ama cayı nasıl olur onu sonra yaxarım teşekkürler
;MEMNUNUZ . TAVSIYE EDILIR
;Zaman ayarı ni yapamadım nasıl yapılıyor kardeşim hediye etti bana kullanma kılavuzu da yok yardımcı olurmusunuz
;Arcelikten iyi.
;etkisini göremedim
;ürün cuma gelecek denildi Perşembe geldi. servisi aradım ertesi gün geldi De_mi satıcı ve hepsi buradaya teşekkür ederim
;Ürünü aldım ve kullanıyorum çok ses yapıyor birçok özellik yazmışlar süslemişler ama bu parayı hak etmiyor almayın tavsiye etmiyor salonun bir köşesinde süs niyetine durucak.
;parasına göre normal beklentiyi fazla yükseltmeyin
;harika bir ürün.
;akü yok şarj aleti yok o aparatlar üründen daha pahalı teşekkürler
;Ben hiç memnun değilim hiç bir lekeyi çıkarmıyor yumuşatıcı kokusunu bile vermiyor camasirA
;Biz bayiden 2 yıl önce aldık gürültülü çalışıyor çamaşırlar ter kokusu gibi kokuyla çıkıyor yıkama seçeneği fazla sıkması güzel
;güzel değil beğenmedim çok geç ısınıyor ve plakaları çıkarılıp temizlenmiyor ızgara için elverişli değil bence
;tek kelimeyle hanımların işni kolaylaştıran ve fiyatıyla da güzel güzel bir ürün yaklaşık 2 yıl öncede farklı bir modelini almıştım memnunum bu ürünüde hediye aldım aln arkadaşlarımda gayet memnun tavsiye ederim.
;yeni elime aldim isinmasi cok guzel kizim da kullaniyor ins daha sonra sorun cikmaz  simdilik sorun yok. kargoda cok cabuk  geldi  tavsiye ederim
;Ürünü çok severek ve ozenerek aldim.Lakin tam bir hayal kırıklığı  3 fincan ölçüye  1.5 fincan çıkarıyor köpük sifir  Aynı hafta icinde iade ettim.Piyadaki üçüz ürünler bunun yaninda süper köpük yapıyor kullandigim makine 100 tl luk
;daha önce  kull.buharli ütü altından şu alışmaya  başlandı onun için bu utuyu tercih ettik inşallah iyidir.
;Media markt harikasınız iki ütü ve süpürge aldım.Bu kadar kısa sürede gelmesini beklemiyordum.Ürünlerim harika çok teşekkür ederim hem kalite hem kargo hem de uygun fiyata aldığım için ?? Rahatlıkla alışveriş yapabilirsiniz
;mng kargo çok kötü hiç beyenemedim fakat ürün güzel ama paketi pek sağlam deyil 10 günde elime ulaştı yorum sizin
;200 decede bile 1.5 saatde pişirmiyor böregin yüzünü hiç kızrtmıyor hiç kimseye tavsiye etmem
;Avantajlar : fiyat<br />Dezavantajlar : yok<br />Fiyat performans ürünü
;Hesaplı ve 4 aaaa daha ne olsun
;mikrofon açısından iyi fakat ses için aynı şeyi söyleyemem.. malzemede dandik ve sert baskısı yüzünden uzun süre kullanımda kulak ağrısı yapabilir.
;Emin olun telefonunuzun çıkarttığı sesten daha yüksek bir ses vermiyor. Ayrıca çok dayanıksız.Sesi yükselttikçe cızırtılar başlıyor.
;Gelmedi neyini beğeneyim
;ürünü özellikle spor yaparken kullanıyorum. ve  sporda terlemeden oluşan oksitlenme bir süre sonra şarj alma kısmını etkilediği için bir süre sonra şarj olmama problemleri ortaya çıkyor. kutucuk içerisinde bu durumu her hangi bir diş fırçasıyla çözülebileceğini yazmasına rağmen dediğini yapsamda bu sorun çözülmeyebiliyor. bu yönden alacak olanlar bu duruma dikkat edin.
;Çok kötü hiç çekmiyor kesinlikle tavsiye etmem
;Benim çaycı bozuldu nasıl yapılır
;Ürün cok kotu.kargo isi bir felaket hic bulasmayin.15 gunde zor geldi.davlumbaz kumandali degil ama icinden kumanda cikti.
;Ürün kalitesi çok iyiydi.
;Cam kirik geldi
;Hızlı şekilde geldi paketlenmesi gayet güzeldi. Çok memnunum ev süpürmek keyifli bir hal aldı. Teşekkürler
;satıcı 0 cihazımı servise vermemi istedi
;ürün ilk kullanımda bıçağı döndürmemeye başladı.almadan önce yorumları okusaymışım keşke
;"yaptığı kahvelerde sorun ama ürün problemli. problem şudur;ürünün cezvesinin altında elektrik devreleri var. ayrıca ana gövdeye bağlantısı soketli yapılmış. cezvede bu tip elektrik bağlantıları olduğu için suya tutamaz ve makinede de yıkayamazmışız. ee bu cezveyi kahve yaptıktan sonra nasıl temizleyeceğiz?"
;Urunu hic begenmedim normal bir magzadan alin
;ÇOK GÜZEL BOL KÖPÜKLÜ KAHVALER YAPIYOR MEMNUN KALDIK TAVSİYE EDERİM TEFAL KALİTESİ BELLİ
;????????????????????????????????????
;Hayır kesinlikle 5 para etmez
;sağlamlığını yıldızdan anlayabilirsiniz
;Ürün çok kaliteli tavsiye ederim
;Olumlu yönleri: Alınabilir
;Çok beğendim  çok teşekkürler
;bilgisayardan ofiste fln müzik dinlemek için ideal fakat yüksek seste ses bozuluyor bide ürün çok hafif yerinde durmuyor kablonun agirligindan hemen devriliyor içine ağırlık koysalarmış daha iyi olurmuş ses açma kapama tuşu kullanışsız ayrı bir açma kapama düğmesi yok volume tusundan açıp kapaniyor önündeki turuncu ışık çok parlak göz aliyor
;Paketlemesi çok korunaklı değildi ama güzel bir ürün
;geçen sene bu urunu aldim. ilk kullanimlarimda her defasinda sonradan acilir diye dusundum. asla acilmiyor bir kofte patates yemegini 1.5 saatte pisiriyor. kekler 1 saat. bazen yakıyor bazen pisirmiyor her tarafi ayni pisirmiyor
;hayır beğenmedim...
;6383 buzdolabı aldım bir ay olmadan arıza yaptı kart bozuk dediler dolabın yenisini talep ettim onaylandı geliyor diye mesaj geldi ama onbeş gündür ses yok arıyorum arıyorum gelecek diyorlar
;Gayet güzel  bir ürün
;Tek kelimeyle mükemmel teşekkürler
;Çok memnunum kaliteli ve uygun fiyatlı
;ürün idare eder  ama 90tl lik üründen 50tl  montaj istiyorlar
;Olumlu yönleri: mutfakta bir kenarda  el altında olması  hayatımı kolaylaştırdı..ince halımı havaya kaldıracak kadar güçlü. öncesinde de anneme hediye almıştım o da memnun kaldı. haznesi doldukça boşaltıyorum. hiçbir sorun yaşamadım.
;Uydu alıcısı dışında hiçbir fonksiyonu çalışmıyor. Aldıktan bir ay sonra arızalandı. Tunçeri bozulmuş dediler. Ankara'ya gönderdim. 200 TL civarında masraf çıktı. Ödedim. Değişti. Sorun çözüldü. Ama bu kez bisskeyler çalışmamaya başladı. Yani demek istediğim şu:Servisi yaygın olmayan ürünü almayın.
;şarj adaptörüne takıp şarj edebiliyomuyuz yada cep şarjlarına bozulacak diye tedirgnim
;ÜRÜNÜ KONTROL EDİN ZATEN ANLARSINIZ ÜRÜNÜN ÇAKMA OLDUĞUNU BEN BUGÜN TEKRAR İADE ETTİM AAYRICA APPLE TÜRKİYE GARANTİLİ DEĞİL.
;Gayet güzel bir ürün tafsiye ederim
;Avantajlar : köpüklü<br />Dezavantajlar : tuşları hassas<br />Çok kullanışlı bir alet. Anneme almıştım. severek kullanıyoruz. tavsiye ederim
;Fiyat performansının çok altında diyebilirim. Kalitesiz plastik.
;Güzel bir ürün beğendik pratiklik açısından alınabilir.
;Apple Türkiye Garantili
;BIÇAKLAR KISA BİR SÜREDE AŞIRI ISINIYOR
;ürün bekletileri karşılıyor gayet güzel
;Almış oldugumuz kumtel marka soba yüzünden iş yerinde sinir hastası oldum. Oyuncak gibi yapboz gibi soba yapmıssınız. Nereyi tutsan elinde kalıyor. Helede bir kablo yapmıssınız. 1 mt bilr degıl.insan bıraz uzun tutar kabloyu. Cimrilıgınde bukadarına pessss
;parçaları takıp çıkarmak ve zor dolayısıyla temizliği de. mikser i kullanırken acayip bir ses çıkarıyor hafif bir de ilginç kokusu var. pnum haricinde iyi.
;ses kalitesi iyi değil
;hizli kargo ve urun cok guzel sadece bir kusuru yedek hazne olmayisi.
;çok güzel harika
;beğenmedim. firma kumandası ile değiştiririm dedi ancak 3 hafta oldu
;Ürün fazla ses çıkartıyor. Almanızı tavsiye etmem.
;Çok kullanışlı güzel bi urun
;Çok pratik tatil için ????
;Gayet güzel ve şık bir ürün en azindan su hazneleri plastik veya cam deil hem koku vermez hemde kırılmaz.belki boyası çıkabilir ilerde ama verilen parayı hak ediyor.
;Olumlu yönleri: Ürün istediğim gibi .emeği geçenlere teşekkürler
;Aldıgım gün fise taktım.her tarafı aşırı ısınıyor ocak nar gibi ısındı dugme ayarı kademeli degildi.dugmeyi kapattım.kapanmadı fisten cektim.elim yandı.ocagın etrafi cok keskin elim.kesildi .ben aldım kimse almasın tavsiye etmemm
;Tavsiyeler doğrultusunda bu modeli almaya karar verdik
;iç çekimler aşırı derecede odaklama problemi var netlik hiç yok
;İYİ TOST YAPAR BEĞENDİM
;Hızlı gönderim iyi paketleme ürün kullanışlı
;amazzon' teşekkür ederim. Ürün çok güzel ve korunaklı paketlenmiş. Hiç açılmamış paket geldi. Telefon özellikle kamera konusunda beklentimin üzerinde tam bir FP ürünü telefonu oyun makinesi gibi kullanmayacaksanız yıllarca hertürlü işinizi görür. Ekran kalitesi işlevselliği harika
;Daha önceden kullandığım bir üründü umarım uzun süreli olur
;Sipariş verdiğim ürünler kaliteli çalışıyor eksiksiz ve sorunsuz bir şekilde adrese teslim ediliyor. TRENDYOL çalışanlarına ve servis elemanlarına teşekkür ederim. Ellerine sağlık.!
;Olumsuz yönleri: Ürün kaydım yok ama parasını ödenmiş durumda. Bana döner misiniz?
;iyi fiyat
;Motoru yanıyor İlk kullandığımda motoru yanmıştı. Kalitesiz berbat bir ürün.
